id,content,timestamp,username,userdisplayname,userlocation,retweetCount,likeCount,language,cleaned_content,sentiment_scores,compound_score,sentiment
1658623362199871492,#100hrs #FYP #InterMilan #Hilda https://t.co/qfrqQDlbfj,2023-05-16 23:59:59+00:00,Shakipy_,Shakipy,Lagos,1,2,qme,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658618355161391110,"Congratulations To Hilda Bassey
Thank You For Putting Nigeria On The Map...

#hilda #100hrs #Hajia4Real #ChampionsLeague #HildaBacci #hildabaci #Hildabaccicookathon #Hildabacicookathon https://t.co/bhOjewFDgx",2023-05-16 23:40:06+00:00,obahypeofficial,Oba Hype Of Africa,"Accra, Ghana",0,1,en,Congratulations To Hilda Bassey Thank You For Putting Nigeria On The Map,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.7506}",0.7506,Positive
1658617314806251521,"Congrats To Hilda Bassey
Thank for putting Nigeria On the Map...

#hilda #hildabassey #100yrs #mona4real https://t.co/aFRBbkwEVg",2023-05-16 23:35:58+00:00,hypeafrobeatz,HypeAfroBeatz Promotions,New Africa,0,2,en,Congrats To Hilda Bassey Thank for putting Nigeria On the Map,"{'neg': 0.0, 'neu': 0.604, 'pos': 0.396, 'compound': 0.7096}",0.7096,Positive
1658615881717497858,"Age gracefully Sir.

Best wishes always llnp.
#Hilda #Asake @davido @DeleMomodu @seyiamakinde @OfficialPDPNig https://t.co/ovVfo72iql",2023-05-16 23:30:16+00:00,PrincekoladeB,Princekolade balo,,0,3,en,Age gracefully Sir Best wishes always llnp davido DeleMomodu seyiamakinde OfficialPDPNig,"{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.8481}",0.8481,Positive
1658614156751151106,"Congratulations Gurl U Deserve it

#Hilda #Hildabacicookathon https://t.co/8JFqsQruob",2023-05-16 23:23:25+00:00,MagajiWorld,Jobless Man,,0,0,en,Congratulations Gurl U Deserve it,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.5994}",0.5994,Positive
1658613002298597377,"Anyone who can solve this problem is considered to have exceptional intelligence.
Navigate to the link to view the answer.
https://t.co/voLBaPb8Pz

#solveit #Hilda https://t.co/zAWAWHm0MF",2023-05-16 23:18:49+00:00,cathleen_adkins,CathleenAdkins🇺🇸☺️🗽,,0,0,en,Anyone who can solve this problem is considered to have exceptional intelligence Navigate to the link to view the answer,"{'neg': 0.125, 'neu': 0.679, 'pos': 0.196, 'compound': 0.1962}",0.1962,Positive
1658612695946387457,"@yabaleftonline @Mr.Faithful of Rivers state (Ogoni) is here to break record,no be by gas cooking.😏
Na here we go know who cook pass😉, #Hilda dey play.🙄😌 https://t.co/9vNqQaryJ1",2023-05-16 23:17:36+00:00,MrFaithfulTv,Mr.Faithful,Nigeria,1,1,en,yabaleftonline MrFaithful of Rivers state Ogoni is here to break recordno be by gas cooking Na here we go know who cook pass dey play,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.34}",0.34,Positive
1658612117006630914,"@Mr.Faithful of Rivers state (Ogoni) is here to break record,no be by gas cooking.😏
Na here we go know who cook pass😉, #Hilda dey play.🙄😌 https://t.co/8SOJaju0TU",2023-05-16 23:15:18+00:00,MrFaithfulTv,Mr.Faithful,Nigeria,0,1,en,MrFaithful of Rivers state Ogoni is here to break recordno be by gas cooking Na here we go know who cook pass dey play,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.34}",0.34,Positive
1658610072216391681,Such a talent #Hilda https://t.co/D2KwV4QQlx,2023-05-16 23:07:11+00:00,TRealsommiee,Sommiee Sommiee,,1,1,en,Such a talent,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,Positive
1658609751196942337,"#Hilda 혹한기 냉탕 - 나까的插画🙈 #cartoon   
Source: https://t.co/W2uXhHkfZ8 https://t.co/cujsYsORxd",2023-05-16 23:05:54+00:00,Brianna49359493,Brianna Meyers,,0,1,ja,Source,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658609407851151362,"Men are scum but your puna dn take more than 30 scums Sister meg
#ChampionsLeague #Hilda #100hrs #wike #inter #coconutic",2023-05-16 23:04:32+00:00,NapstaBlaq,coconuticnap🥥🌴,,0,0,en,Men are scum but your puna dn take more than 30 scums Sister meg,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658607785431511040,"My birthday is this week Saturday 21st May 2023 ,please which celebrity is celebrating birthday with me TAG m 🙏.

What I need is your prayers to excel,gifts and call that's all ,any more than that is accepted .

#BirthdayBoy 
#Hilda",2023-05-16 22:58:06+00:00,sankasdboy,Sankasdboy 🍥,"Lekki, Lagos",1,1,en,My birthday is this week Saturday 21st May 2023 please which celebrity is celebrating birthday with me TAG m What I need is your prayers to excelgifts and call thats all any more than that is accepted,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.7964}",0.7964,Positive
1658607267242037248,"Why pay 35,000 naira for just a room, when you can own a home for the same price 🤔🤔🤔🤔
NA WUSE ZONE TWO THIS BETTER PACKAGE DEYY OHHH
07037519997 NA MY CONTROL
#Hilda #Watermelon #anambra #kanokari  #lagos
#abuja https://t.co/ivDRkKBMGn",2023-05-16 22:56:02+00:00,ebabatunde003,Emmanuel babatunde,Independence way kaduna ng,1,1,en,Why pay 35000 naira for just a room when you can own a home for the same price NA WUSE ZONE TWO THIS BETTER PACKAGE DEYY OHHH 07037519997 NA MY CONTROL,"{'neg': 0.044, 'neu': 0.843, 'pos': 0.113, 'compound': 0.4995}",0.4995,Positive
1658606049102815233,"Hope you like it?
Your dream house

#architecture #3dmodeling #house #building #design #designthinking #Hilda #TrendingNow #trend #ChampionsLeague https://t.co/mc2zhzGWuH",2023-05-16 22:51:12+00:00,BlessedBuilding,Blessed Building,Chevron ,3,6,en,Hope you like it Your dream house,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.7506}",0.7506,Positive
1658604691721158665,Our Students preparing for English Language exam (WAEC). PLS WISH OUR STUDENTS SUCCESS #Hilda #seunkuti https://t.co/Me22GfR5Nz,2023-05-16 22:45:48+00:00,Peace_college,Peace College,Lagos,0,3,en,Our Students preparing for English Language exam WAEC PLS WISH OUR STUDENTS SUCCESS,"{'neg': 0.0, 'neu': 0.503, 'pos': 0.497, 'compound': 0.872}",0.872,Positive
1658604005105315847,"I've missed this blue app

#Hilda",2023-05-16 22:43:04+00:00,QuittyT,Marytheresa Ochu,Abuja Nigeria,0,0,en,Ive missed this blue app,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
1658603933361664002,"“Please don’t make it a competition” – Indian chef, Lata Tondon who held the Guinness record Hilda Baci allegedly broke, appeals to Nigerians

#Hildabaccicookathon #Hilda #hildabaci #HildaBacci #Hildabacicookathon https://t.co/AX6YujOaxX",2023-05-16 22:42:47+00:00,VincentOkoye18,Vincent Okoye™,Lagos,0,1,en,Please dont make it a competition Indian chef Lata Tondon who held the Guinness record Hilda Baci allegedly broke appeals to Nigerians,"{'neg': 0.116, 'neu': 0.788, 'pos': 0.095, 'compound': -0.128}",-0.128,Negative
1658598765412876295,"Why will you tag them ipob?? But the main new said  they were killed by gunmen,get  sense for once bigot✌️#GwR #Embassy #Hilda",2023-05-16 22:22:15+00:00,EzeohaMila,c#orkM!l@✌️,Nigeria,0,0,en,Why will you tag them ipob But the main new said they were killed by gunmenget sense for once bigot,"{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.8047}",-0.8047,Negative
1658598344954880000,"My new wallpaper thanks to @obohdraws  

#100hrs #Hilda #Hildabaccicookathon #HildaBacci #Hildabacicookathon #HildaBacci #hildabaci #guinessworldrecord https://t.co/ZGja8ASlwS",2023-05-16 22:20:35+00:00,TCee_Ogb,Agent Of Tech 💻,Light Realm,1,3,en,My new wallpaper thanks to obohdraws,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,Positive
1658597789612355584,Esabod Global News: #Hilda Baci – Shehu Sani Sends Out Warning To Nige... https://t.co/itT2KM601x,2023-05-16 22:18:22+00:00,Esabod,ESABOD ENTERPRISES,Ireland/Turkey,0,0,en,Esabod Global News Baci Shehu Sani Sends Out Warning To Nige,"{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.34}",-0.34,Negative
1658597306130677763,Kindly Rt #100hrs #ChampionsLeague #Cannes2023 #hilda #bts #เลือกตั้ง66,2023-05-16 22:16:27+00:00,Roggedybaba,Oluwatobi Adebayo,Abuja,0,0,en,Kindly Rt 66,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4939}",0.4939,Positive
1658594669742178311,"Record Breaker Hilda https://t.co/oZjQXGI1jK via @YouTube 
#Hildabaccicookathon #Hilda #hildabaci #Hildabacicookathon",2023-05-16 22:05:59+00:00,Football01World,Sammy_Jay,,0,0,en,Record Breaker Hilda via YouTube,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658594213779390466,"We are live 🕊️

#hilda #Hildabaccicookathon #asake #portable #hildabaci #GuinnessWorldRecord #tinubu #emilokan #olamide",2023-05-16 22:04:10+00:00,baseonent,Base On Entertainment,,0,2,en,We are live,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658593531789754370,"Cold contents 🤟🌊⚠️
#Hilda #FAST10 #الهلال_الاتحاد #นายกคนที่30 https://t.co/HrYPYC2sPM",2023-05-16 22:01:27+00:00,TheMostGraced,Bluey The Kidd❤️‍🩹🥷,Nigeria,0,0,en,Cold contents 30,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658591734085959680,"And yes she did it 💃🙌🙌
Congratulations my love 😘😘
#Hilda #Hildabaccicookathon #hildabaci #guinessworldrecord https://t.co/arSzeFPIUe",2023-05-16 21:54:19+00:00,YourHater47448,here for Hilda Baci,,0,0,en,And yes she did it Congratulations my love,"{'neg': 0.0, 'neu': 0.316, 'pos': 0.684, 'compound': 0.8957}",0.8957,Positive
1658590273147142144,"Come to TEMU for a free trial. Download Temu app and search this code &lt;149715159&gt;, and you'll receive two free self-selected products.

#Hilda
https://t.co/2GR4oLYHjt",2023-05-16 21:48:30+00:00,KTompkins2,K_Tompkins,,0,0,en,Come to TEMU for a free trial Download Temu app and search this code lt149715159gt and youll receive two free selfselected products,"{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.765}",0.765,Positive
1658590059916935168,"Be sincere, What can you do for 100 hours ? 

I can make Music and Create Sounds. #Hilda",2023-05-16 21:47:40+00:00,IyanuOsho,IYÒ 🧙🏾‍♂️,Nigeria,0,0,en,Be sincere What can you do for 100 hours I can make Music and Create Sounds,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.5859}",0.5859,Positive
1658589746531016710,"@GWR Okay, but don’t look too Forward cos We too are looking Forward to when #Hilda will be Declared ‘GMRecord Breaker’",2023-05-16 21:46:25+00:00,iam_zekky,iam_zekky,,0,0,en,GWR Okay but dont look too Forward cos We too are looking Forward to when will be Declared GMRecord Breaker,"{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.1154}",0.1154,Positive
1658589359447105536,#Nigerians #Hilda into the badlands https://t.co/LGBaZidnRW,2023-05-16 21:44:53+00:00,darkseidben2,Darkseid,B nation,1,3,en,into the badlands,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658586354333122560,"How are the misogynists managing to turn a woman's accomplishment into yet another way to be misogynistic and attempt to pit women against each other?
Like, rest
#100hrs #Hildabaccicookathon #Hilda #hildabaci #cookathon #GuinnessWorldRecord",2023-05-16 21:32:56+00:00,themelaninart,Daisy ✨The Melanin Artist✨,,0,0,en,How are the misogynists managing to turn a womans accomplishment into yet another way to be misogynistic and attempt to pit women against each other Like rest,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.3612}",0.3612,Positive
1658585715985326083,"THE 3D's OF LIFE.
A writing drawn from Hilda bassey's victory ✌  https://t.co/Ug7Xa1PxhB
 Do well to read and share #Hilda #GuinnessWorldRecord 
@Pecuyyaaa",2023-05-16 21:30:24+00:00,hadassah10101,JESUS_KIND_OF_GIRL,Nigeria,0,0,en,THE 3Ds OF LIFE A writing drawn from Hilda basseys victory Do well to read and share Pecuyyaaa,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.5106}",0.5106,Positive
1658585694489509891,"As Yesterday be @TheHildaBaci day. So will Your breakthrough come Before the end of this Month 👏👏
#guinessworldrecord #Hilda #Hildabacicookathon #MONEY",2023-05-16 21:30:19+00:00,RawLinksKMG,@IsLavida,Nigeria,1,2,en,As Yesterday be TheHildaBaci day So will Your breakthrough come Before the end of this Month,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658583866775306242,"Nigeria Has Men And Women Of Value/Influence.
Congratulations 🎉 Hilda Baci.
Nigeria is now in the GUINNESS BOOK OF RECORD.
Congratulations to you the CHEF WEY PASS CHEF @hildabacicooks 
Design by Me
#Hilda #Hildabaccicookathon #HildaBacci https://t.co/KDIaUL9RPJ",2023-05-16 21:23:03+00:00,IbekweW1,Official_Zie,"Rivers, Nigeria",0,1,en,Nigeria Has Men And Women Of ValueInfluence Congratulations Hilda Baci Nigeria is now in the GUINNESS BOOK OF RECORD Congratulations to you the CHEF WEY PASS CHEF hildabacicooks Design by Me,"{'neg': 0.0, 'neu': 0.788, 'pos': 0.212, 'compound': 0.8316}",0.8316,Positive
1658583673099223040,@GWR when will you crown our super #Hilda https://t.co/IJSQxdPOCN,2023-05-16 21:22:17+00:00,PeterFelixfoun1,Peter Felix,Lagos,0,1,en,GWR when will you crown our super,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.5994}",0.5994,Positive
1658583330709815297,"Let me be your surest palm oil plug. Please patronize my business 🙏

Fresh undiluted Akwaibom oil.
The freshly sweet oil that made #hilda food delicious

#Hildabaccicookathon #100hrs #HildaBacci #Hilda https://t.co/skYGoVc9Gp",2023-05-16 21:20:55+00:00,favoryt_favour,memee,"Abuja, Nigeria",0,0,en,Let me be your surest palm oil plug Please patronize my business Fresh undiluted Akwaibom oil The freshly sweet oil that made food delicious,"{'neg': 0.0, 'neu': 0.583, 'pos': 0.417, 'compound': 0.9118}",0.9118,Positive
1658582860922605571,"Life is all about perspective
Are you optimistic or pessimistic
What do you see?
#Hilda 
#GuinnessWorldRecord https://t.co/ydb3DHUXmG",2023-05-16 21:19:03+00:00,ChinosoOha,Emmanuel Chinonso,,0,1,en,Life is all about perspective Are you optimistic or pessimistic What do you see,"{'neg': 0.149, 'neu': 0.714, 'pos': 0.137, 'compound': -0.0516}",-0.0516,Negative
1658582763241455616,"I want to break record I’ll sleep for 5days straight without waking up.😤
#HildaBacci #Hilda",2023-05-16 21:18:40+00:00,topsho0ta,meethod-man,United States,0,2,en,I want to break record Ill sleep for 5days straight without waking up,"{'neg': 0.187, 'neu': 0.6, 'pos': 0.213, 'compound': -0.1531}",-0.1531,Negative
1658582346914775041,"Hilda cooked for four days and broke the Guinness longest cooking time record,Arsenal started cooking since the beginning of the season only for man city to off the gas 
This is deep #Hilda",2023-05-16 21:17:01+00:00,temiforeign,Foreign 🎵,lagos,0,0,en,Hilda cooked for four days and broke the Guinness longest cooking time recordArsenal started cooking since the beginning of the season only for man city to off the gas This is deep,"{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
1658582151304998920,"""We never chop for 5 days"" suppose  to enter Guinness Book of Record too now...

#100hrs #ChampionsLeague #WINTER #Hilda #Hildabacicookathon #Hildabaccicookathon",2023-05-16 21:16:14+00:00,Voucher07,Ooni of Kent 🇳🇬🇬🇧,"England, United Kingdom",0,1,en,We never chop for 5 days suppose to enter Guinness Book of Record too now,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658581966717943810,"Mad o!! Skit maker Lord Lamba splashes over 700million Naira as he just acquired a brand new Lamborghini🥵🥵 Omoh money Dey this country oo more keys Lamba on a Lamborghini 🔥

#EFCC #Hilda #Hildabacicookathon #Seun_Kuti https://t.co/6vLzUvdXfB",2023-05-16 21:15:30+00:00,d_flameblog,FLAMEBLOG,Earth,1,5,en,Mad o Skit maker Lord Lamba splashes over 700million Naira as he just acquired a brand new Lamborghini Omoh money Dey this country oo more keys Lamba on a Lamborghini,"{'neg': 0.11, 'neu': 0.89, 'pos': 0.0, 'compound': -0.4939}",-0.4939,Negative
1658580882226049027,"We at TheGuard Cybersecurity &amp; IT Solutions are thrilled to congratulate Chef Hilda Baci on breaking the Guinness World Record for the longest cooking hours! 🎉 
#Hildabaccicookathon #HildaBacci #Hilda #Hildabacicookathon #guinessworldrecord #100hours #Nigeria ❤️🇳🇬 https://t.co/sTQLSAKQO9",2023-05-16 21:11:11+00:00,theguardcyber,TheGuard Cybersecurity & IT Solutions,Nigeria,0,2,en,We at TheGuard Cybersecurity amp IT Solutions are thrilled to congratulate Chef Hilda Baci on breaking the Guinness World Record for the longest cooking hours,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.7783}",0.7783,Positive
1658580678831755274,"Hilda Bacci really represented the ""Cook-a-thon"" very well.

#Hildabacicookathon #Hilda #GuinnessWorldRecord https://t.co/ET8TzjGVqX",2023-05-16 21:10:23+00:00,cookathon,Cook-a-thon,Worldwide ,0,0,en,Hilda Bacci really represented the Cookathon very well,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.3384}",0.3384,Positive
1658580102760865792,"Even people when no fit fry egg are posting us because of Guinness World Records.😆

#Hilda #GuinnessWorldRecord https://t.co/WUL9IPNtff",2023-05-16 21:08:06+00:00,cookathon,Cook-a-thon,Worldwide ,0,0,en,Even people when no fit fry egg are posting us because of Guinness World Records,"{'neg': 0.124, 'neu': 0.734, 'pos': 0.141, 'compound': 0.0772}",0.0772,Positive
1658578843693912069,"What's the monetary value of winning or breaking a Guinness World Records?
Abi @GWR no get monetary value?
#100hrs #Hilda #buchibrand https://t.co/M79SzzqFEL",2023-05-16 21:03:05+00:00,okafor_s,Okafor Success Buchi,Lagos,0,0,en,Whats the monetary value of winning or breaking a Guinness World Records Abi GWR no get monetary value,"{'neg': 0.094, 'neu': 0.556, 'pos': 0.35, 'compound': 0.7184}",0.7184,Positive
1658577365344083968,"It was at this moment, they realized they fucked up.😂😂😂
#Inec #Atiku #Hilda Mr Peter Obi
#Wike #seun https://t.co/Gk0jyRO1uy",2023-05-16 20:57:13+00:00,NathanielOkwusa,Okwubaba 💙💝,Lagos,0,3,en,It was at this moment they realized they fucked up Mr Peter Obi,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.6597}",-0.6597,Negative
1658576932789792769,"I join the whole world to celebrate boy child. You're loved 🤩

#hilda #GuinnessWorldRecord",2023-05-16 20:55:30+00:00,ajayiolatm,Ajayi Olalekan,,0,1,en,I join the whole world to celebrate boy child Youre loved,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.8689}",0.8689,Positive
1658576515884359689,"This is beautiful I also anticipate the time I will be going around the world  displaying my custom #art 
#Hilda",2023-05-16 20:53:50+00:00,A2Snftwolf,A²S||artist,"Minna, Nigeria",0,0,en,This is beautiful I also anticipate the time I will be going around the world displaying my custom,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.5994}",0.5994,Positive
1658576328000413699,"https://t.co/tcpcSfgAAW
.
.
.
.
#Hilda #GuinnessWorldRecord #TikTok #FolloForFolloBack https://t.co/w5kqEaOcBn",2023-05-16 20:53:06+00:00,KayodeNifemi06,____lovekayode💜🦅,,1,1,und,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658573974131933185,"These Yahoo boys are something else. Wetin be this 😂😂😂😂

#Hilda hilda baci cookataton https://t.co/YuGGunMOAW",2023-05-16 20:43:44+00:00,dunsucks,Michael 🌍☄️✨,"Paris, France",0,2,en,These Yahoo boys are something else Wetin be this hilda baci cookataton,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658572982317469720,#tournest #nft #WINTER #asake #hilda #Guinessbookofrecord https://t.co/utGQwQhhkG,2023-05-16 20:39:48+00:00,tournest_io,TOURNEST,,0,4,qme,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658572704474189853,"Because of their gentleness and the fact that they are symbols of communication, the white pigeon, along with the dove, is a symbol of peace and diplomacy. @ProfOsinbajo #Hilda #GWRD #Nigeria https://t.co/23pezjIS4t",2023-05-16 20:38:42+00:00,oganaoghenetega,Ogana Oghenetega,Nigeria,0,0,en,Because of their gentleness and the fact that they are symbols of communication the white pigeon along with the dove is a symbol of peace and diplomacy ProfOsinbajo,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.5423}",0.5423,Positive
1658572421908123663,"Rangerover Evoque 
Trim: Pure Plus
Year: 2013
Price: 12M
Kindly RT
#Abuja #Lagos #AbujaTwitterCommunity #Hildabacicookathon #hildacookathon #Hilda  #PeterObi #Istanbul #wike https://t.co/h7QXECY0qz",2023-05-16 20:37:34+00:00,_Nnamudi,Akachukwu,West Africa,0,1,en,Rangerover Evoque Trim Pure Plus Year 2013 Price 12M Kindly RT,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.4939}",0.4939,Positive
1658572383010148401,"Say 'Goodbye' to heat. Cool off with the Sunking Solar Fan.
Buy Now:
https://t.co/8yAm1YruVl
0913 856 9568
solarsales@infibranches.com
#Infibranches #fazipay #solarfan #solarenergy #hilda #hildabacicookathon #guinessworldrecord #solar https://t.co/zdhqBa7C5x",2023-05-16 20:37:25+00:00,FaziPay,FaziPay (Solar & POS),Lagos,1,1,en,Say Goodbye to heat Cool off with the Sunking Solar Fan Buy Now 0913 856 9568 solarsalesinfibranchescom,"{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.5574}",0.5574,Positive
1658571179739828235,Watch the latest of Hilda and Haija4real news #hilda #guinessworldrecord #guinessbookofrecords https://t.co/3OtfGHjoTy https://t.co/X5N1TXvAjC,2023-05-16 20:32:38+00:00,GraceJo97740263,RelishlifeTV,Nigeria,0,1,en,Watch the latest of Hilda and Haija4real news,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658570709612875782,"@tobeszn is exactly who he think he is. 🥰
#fashion #Hilda #100hrs #Guinessbookofrecord #modsoll #ootd https://t.co/tB55wNiCqK",2023-05-16 20:30:46+00:00,Deynel_Kay,Modsoll_style,"Ijebu-Ode, Nigeria",0,1,en,tobeszn is exactly who he think he is,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658570542679576601,"Congratulations, #hildabacci is back home.
The sky is your starting point.
#guinessworldrecord #hildacookathon #hilda https://t.co/ZmT7XhResq",2023-05-16 20:30:06+00:00,marycrowntalks,Mary Crown,Everywhere ,0,0,en,Congratulations is back home The sky is your starting point,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.5994}",0.5994,Positive
1658570104043450369,"Na here I dey o, I dey find record wey I go break #Hilda #Hildabaccicookathon #HildaBacci https://t.co/sBTRvpTWgH",2023-05-16 20:28:22+00:00,Taye_d_vibe,Taye _d_vibe,Lagos,0,1,en,Na here I dey o I dey find record wey I go break,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658569873860055063,"Keep moving! You are not doing bad.
.
#100hrs #Hilda #GuinnessWorldRecord #rhymesonline https://t.co/OQnVexByxV",2023-05-16 20:27:27+00:00,OnlineRhymes,Rhymes Online,,1,1,en,Keep moving You are not doing bad,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.431}",0.431,Positive
1658568595041820673,"15kwh lithium battery fully installed to a 10kva hybrid inverter

#Hilda #hilda https://t.co/3lDhQS3qeI",2023-05-16 20:22:22+00:00,AbbaCj9,AbbaCj,Nigeria🇳🇬,0,0,en,15kwh lithium battery fully installed to a 10kva hybrid inverter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658566627988852741,"So after our mothers cooking for years+
 #Hildabacicookathon brok the record in just hours 🤔🤨 indeed like is not fair #Hilda https://t.co/llLLhnadg5",2023-05-16 20:14:33+00:00,ARNOLDTCG1,THAT CHICKEN 🍗 GUY,KITCHEN🔪,0,1,en,So after our mothers cooking for years brok the record in just hours indeed like is not fair,"{'neg': 0.096, 'neu': 0.782, 'pos': 0.122, 'compound': 0.1376}",0.1376,Positive
1658565794026999830,"Like I will always say once your payment is confirmed here in this platform. Games will be sent to you immediately 
This is how Transparency works ☑️☑️☑️☑️
#Hilda #LSGvMI #Crypto #WINTER #BET360 #arsenal #Liverpool #ManUtd #Chelsea #Messi #Lampard #layoffs https://t.co/kq6avxthTJ",2023-05-16 20:11:14+00:00,sure_odds02,🏆 SURE CORRECT SCORE 💯FIXED MATCH PLATFORM ⚽,Lagos,1,1,en,Like I will always say once your payment is confirmed here in this platform Games will be sent to you immediately This is how Transparency works,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.3612}",0.3612,Positive
1658565514749267968,"Le #cookathon remporté par #Hilda est la preuve que quant tout une communauté se mobilise pour soutenir la femme, y a pas de limite en ce qu elle peut accomplir. Soutenez nous, la vie serai plus agréable et moins de challenge pour vous, #100hrs #GuinnessWorldRecord #resilience",2023-05-16 20:10:08+00:00,LatifaYari,Digital girl🇳🇪,Niger/Niamey,0,1,fr,Le remport par est la preuve que quant tout une communaut se mobilise pour soutenir la femme y a pas de limite en ce qu elle peut accomplir Soutenez nous la vie serai plus agrable et moins de challenge pour vous,"{'neg': 0.038, 'neu': 0.93, 'pos': 0.033, 'compound': -0.0516}",-0.0516,Negative
1658564886253785117,"#millzupdates 
Tovuti ya Rekodi za Dunia #Guinness Imethibitisha rekodi ya Mpishi kutoka Nchni Nigeria #HildaBaci ambae ametumia Masa 100 kupika vyakula zaidi ya 100 Zoezi hilo ambalo lilianza siku ya Alhamisi na kumalizika siku ya jana (Jumatatu) Jioni limefanya #Hilda kuwa mpis https://t.co/p6mfTMyYY5",2023-05-16 20:07:38+00:00,Nickmillz5,🚨millzupdates,Tanzania,0,0,in,Tovuti ya Rekodi za Dunia Imethibitisha rekodi ya Mpishi kutoka Nchni Nigeria ambae ametumia Masa 100 kupika vyakula zaidi ya 100 Zoezi hilo ambalo lilianza siku ya Alhamisi na kumalizika siku ya jana Jumatatu Jioni limefanya kuwa mpis,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1658564568359088128,will today be the day? #Hilda,2023-05-16 20:06:22+00:00,BambraNorth,VAL2IC@NFT,"London, England",2,0,en,will today be the day,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
